id:ID,no,name,protocol_layer,protocol_suite,abbreviation,character,work_group,:LABEL,
1108,1995, Incremental Zone Transfer in DNS ,,TCP/IP,,company,Network Working Group,RFC,
1109,1996, A Mechanism for Prompt Notification of Zone Changes (DNS NOTIFY) ,,TCP/IP,DNS NOTIFY,company,Network Working Group,RFC,
1110,1997, BGP Communities Attribute ,,,,person,Network Working Group,RFC,
1111,1998, An Application of the BGP Community Attribute in Multi-home Routing ,,,,company,Network Working Group,RFC,
1112,1999, Request for Comments Summary RFC Numbers 1900-1999 ,,,,company,Network Working Group,RFC,
1113,2,Host software ,,,,company,Network Working Group,RFC,
1114,20,ASCII format for network interchange ,,,,company,Network Working Group,RFC,
1115,200, RFC list by number ,,,,military,,RFC,
1116,2000, Internet Official Protocol Standards ,,,,military,,RFC,
1117,2001, TCP Slow Start  Congestion Avoidance  Fast Retransmit  and Fast Recovery Algorithms ,,,,company,Network Working Group,RFC,
1118,2002, IP Mobility Support ,Transport Layer,,,military,,RFC,
1119,2003, IP Encapsulation within IP ,,,,company,Network Working Group,RFC,
1120,2004, Minimal Encapsulation within IP ,,,,company,Network Working Group,RFC,
1121,2005, Applicability Statement for IP Mobility Support ,,,,company,Network Working Group,RFC,
1122,2006, The Definitions of Managed Objects for IP Mobility Support using SMIv2 ,,,,company,Network Working Group,RFC,
1123,2007, Catalogue of Network Training Materials ,,,,company,Network Working Group,RFC,
1124,2008, Implications of Various Address Allocation Policies for Internet Routing ,,,,company,Network Working Group,RFC,
1125,2009, GPS-Based Addressing and Routing ,,,,company,Network Working Group,RFC,
1126,201,Not Issued ,,,,military,,RFC,
1127,2010, Operational Criteria for Root Name Servers ,,,,company,Network Working Group,RFC,
1128,2011, SNMPv2 Management Information Base for the Internet Protocol using SMIv2 ,,,,military,,RFC,
1129,2012, SNMPv2 Management Information Base for the Transmission Control Protocol using SMIv2 ,,,,military,,RFC,
1130,2013, SNMPv2 Management Information Base for the User Datagram Protocol using SMIv2 ,,,,military,,RFC,
1131,2014, IRTF Research Group Guidelines and Procedures ,,,,company,Network Working Group,RFC,
1132,2015, MIME Security with Pretty Good Privacy (PGP) ,,,PGP,company,Network Working Group,RFC,
1133,2016, Uniform Resource Agents (URAs) ,,,URAs,company,Network Working Group,RFC,
1134,2017, Definition of the URL MIME External-Body Access-Type ,,,,person,Network Working Group,RFC,
1135,2018,TCP Selective Acknowledgment Options,,TCP/IP,,company,Network Working Group,RFC,
1136,2019, Transmission of IPv6 Packets Over FDDI ,,,,company,Network Working Group,RFC,
1137,202, Possible Deadlock in ICP ,,,,company,Network Working Group,RFC,
1138,2020, IEEE 802.12 Interface MIB ,,,,company,Network Working Group,RFC,
1139,2021, Remote Network Monitoring Management Information Base Version 2 using SMIv2 ,,,,company,Network Working Group,RFC,
1140,2022, Support for Multicast over UNI 3.0/3.1 based ATM Networks ,Network Layer,,,company,Network Working Group,RFC,
1141,2023, IP Version 6 over PPP ,,,,company,Network Working Group,RFC,
1142,2024, Definitions of Managed Objects for Data Link Switching using SMIv2 ,,,,company,,RFC,
1143,2025, The Simple Public-Key GSS-API Mechanism (SPKM) ,,,SPKM,company,Network Working Group,RFC,
1144,2026, The Internet Standards Process -- Revision 3 ,,,,company,Network Working Group,RFC,
1145,2027, IAB and IESG Selection  Confirmation  and Recall Process: Operation of the Nominating and Recall Committees ,,,,company,Network Working Group,RFC,
1146,2028, The Organizations Involved in the IETF Standards Process ,,,,company,Network Working Group,RFC,
1147,2029, RTP Payload Format of Sun's CellB Video Encoding ,,,,company,Network Working Group,RFC,
1148,203, Achieving reliable communication ,,,,company,Network Working Group,RFC,
1149,2030, Simple Network Time Protocol (SNTP) Version 4 for IPv4  IPv6 and OSI ,,,SNTP,company,Network Working Group,RFC,
1150,2031, IETF-ISOC relationship ,,,,company,Network Working Group,RFC,
1151,2032, RTP Payload Format for H.261 Video Streams ,,,,company,Network Working Group,RFC,
1152,2033, Local Mail Transfer Protocol ,,,,company,Network Working Group,RFC,
1153,2034, SMTP Service Extension for Returning Enhanced Error Codes ,,,,company,Network Working Group,RFC,
1154,2035, RTP Payload Format for JPEG-compressed Video ,,,,company,Network Working Group,RFC,
1155,2036, Observations on the use of Components of the Class A Address Space within the Internet ,,,,company,Network Working Group,RFC,
1156,2037, Entity MIB using SMIv2 ,,,,company,Network Working Group,RFC,
1157,2038, RTP Payload Format for MPEG1/MPEG2 Video ,,,,company,Network Working Group,RFC,
1158,2039, Applicability of Standards Track MIBs to Management of World Wide Web Servers ,,,,company,Network Working Group,RFC,
1159,204, Sockets in use ,,,,company,Network Working Group,RFC,
1160,2040, The RC5  RC5-CBC  RC5-CBC-Pad  and RC5-CTS Algorithms ,,,,company,Network Working Group,RFC,
1161,2041, Mobile Network Tracing ,,,,company,Network Working Group,RFC,
1162,2042, Registering New BGP Attribute Types ,,,,company,Network Working Group,RFC,
1163,2043, The PPP SNA Control Protocol (SNACP) ,,,SNACP,company,Network Working Group,RFC,
1164,2044, UTF-8  a transformation format of Unicode and ISO 10646 ,,,,company,Network Working Group,RFC,
1165,2045, Multipurpose Internet Mail Extensions (MIME) Part One: Format of Internet Message Bodies ,,,MIME,company,Network Working Group,RFC,
1166,2046,Multipurpose Internet Mail Extensions (MIME) Part Two: Media Types ,,,MIME,company,Network Working Group,RFC,
1167,2047,MIME (Multipurpose Internet Mail Extensions) Part Three: Message Header Extensions for Non-ASCII Text,,,Multipurpose Internet Mail Extensions,company,Network Working Group,RFC,
1168,2048, Multipurpose Internet Mail Extensions (MIME) Part Four: Registration Procedures ,Application Layer,,MIME,company,Network Working Group,RFC,
1169,2049, Multipurpose Internet Mail Extensions (MIME) Part Five: Conformance Criteria and Examples ,,,MIME,company,Network Working Group,RFC,
1170,205, NETCRT - a character display protocol ,,,,company,Network Working Group,RFC,
1171,2050,Internet Registry IP Allocation Guidelines ,,,,company,Network Working Group,RFC,
1172,2051, Definitions of Managed Objects for APPC using SMIv2 ,,,,company,Network Working Group,RFC,
1173,2052, A DNS RR for specifying the location of services (DNS SRV) ,,,DNS SRV,company,Network Working Group,RFC,
1174,2053, The AM (Armenia) Domain ,,,Armenia,company,Network Working Group,RFC,
1175,2054, WebNFS Client Specification ,,,,company,Network Working Group,RFC,
1176,2055, WebNFS Server Specification ,,,,company,Network Working Group,RFC,
1177,2056, Uniform Resource Locators for Z39.50 ,,,,company,Network Working Group,RFC,
1178,2057, Source Directed Access Control on the Internet ,,,,company,Network Working Group,RFC,
1179,2058, Remote Authentication Dial In User Service (RADIUS) ,,,RADIUS,company,Network Working Group,RFC,
1180,2059, RADIUS Accounting ,,,,company,Network Working Group,RFC,
1181,206,A User TELNET Description of an Initial Implementation,,,,company,Network Working Group,RFC,
1182,2060, Internet Message Access Protocol - Version 4rev1 ,,,,company,Network Working Group,RFC,
1183,2061,  IMAP4 Compatibility with IMAP2bis ,,,,company,Network Working Group,RFC,
1184,2062, Internet Message Access Protocol - Obsolete Syntax ,,,,company,Network Working Group,RFC,
1185,2063, Traffic Flow Measurement:  Architecture ,,,,company,Network Working Group,RFC,
1186,2064, Traffic Flow Measurement:  Meter MIB ,,,,company,Network Working Group,RFC,
1187,2065, Domain Name System Security Extensions ,,,,company,,RFC,
1188,2066, TELNET CHARSET Option ,,,,company,Network Working Group,RFC,
1189,2067, IP over HIPPI ,,,,company,Network Working Group,RFC,
1190,2068, Hypertext Transfer Protocol -- HTTP/1.1 ,,,,company,Network Working Group,RFC,
1191,2069, An Extension to HTTP : Digest Access Authentication ,,,,company,Network Working Group,RFC,
1192,207, September Network Working Group meeting ,,,,person,Request For Comments #207,RFC,
1193,2070, Internationalization of the Hypertext Markup Language ,,,,company,Network Working Group,RFC,
1194,2071, Network Renumbering Overview: Why would I want it and what is it anyway? ,,,,company,Network Working Group,RFC,
1195,2072, Router Renumbering Guide ,,,,company,Network Working Group,RFC,
1196,2073, An IPv6 Provider-Based Unicast Address Format ,,,,company,Network Working Group,RFC,
1197,2074, Remote Network Monitoring MIB Protocol Identifiers ,,,,company,Network Working Group,RFC,
1198,2075, IP Echo Host Service ,,,,company,Network Working Group,RFC,
1199,2076, Common Internet Message Headers ,,,,company,Network Working Group,RFC,
1200,2077, The Model Primary Content Type for Multipurpose Internet Mail Extensions ,,,,company,Network Working Group,RFC,
1201,2078, Generic Security Service Application Program Interface  Version 2 ,,,,company,Network Working Group,RFC,
1202,2079, Definition of an X.500 Attribute Type and an Object Class to Hold Uniform Resource Identifiers (URIs) ,,,URIs,company,Network Working Group,RFC,
1203,208, Address tables ,,,,company,Network Working Group,RFC,
1204,2080, RIPng for IPv6 ,Network Layer,,,company,Network Working Group,RFC,
1205,2081, RIPng Protocol Applicability Statement ,,,,company,Network Working Group,RFC,
1206,2082, RIP-2 MD5 Authentication ,,,,company,Network Working Group,RFC,
1207,2083, PNG (Portable Network Graphics) Specification Version 1.0 ,,,Portable Network Graphics,company,Network Working Group,RFC,
1208,2084, Considerations for Web Transaction Security ,,,,company,Network Working Group,RFC,
1209,2085, HMAC-MD5 IP Authentication with Replay Prevention ,,TCP/IP,,company,Network Working Group,RFC,
1210,2086, IMAP4 ACL extension ,,,,company,Network Working Group,RFC,
1211,2087, IMAP4 QUOTA extension ,,,,company,Network Working Group,RFC,
1212,2088, IMAP4 non-synchronizing literals ,,,,company,Network Working Group,RFC,
1213,2089, V2ToV1 Mapping SNMPv2 onto SNMPv1 within a bi-lingual SNMP agent ,,,,company,Network Working Group,RFC,
1214,209, Host/IMP interface documentation ,,,,company,Network Working Group,RFC,
1215,2090, TFTP Multicast Option ,,,,company,Network Working Group,RFC,
1216,2091, Triggered Extensions to RIP to Support Demand Circuits ,,,,company,Network Working Group,RFC,
1217,2092, Protocol Analysis for Triggered RIP ,,,,company,Network Working Group,RFC,
1218,2093, Group Key Management Protocol (GKMP) Specification ,,,GKMP,company,Network Working Group,RFC,
1219,2094, Group Key Management Protocol (GKMP) Architecture ,,,GKMP,company,Network Working Group,RFC,
1220,2095, IMAP/POP AUTHorize Extension for Simple Challenge/Response ,,,,company,Network Working Group,RFC,
1221,2096, IP Forwarding Table MIB ,,,,company,Network Working Group,RFC,
1222,2097, The PPP NetBIOS Frames Control Protocol (NBFCP) ,,,NBFCP,company,Network Working Group,RFC,
1223,2098, Toshiba's Router Architecture Extensions for ATM : Overview ,,ATM,,company,Network Working Group,RFC,
1224,2099, Request for Comments Summary RFC Numbers 2000-2099 ,,,,company,Network Working Group,RFC,
1225,21, Network meeting ,,,,company,Network Working Group,RFC,
1226,210, Improvement of Flow Control ,,,,company,Request for Comments # 210,RFC,
1227,2100, The Naming of Hosts ,,,,company,Network Working Group,RFC,
1228,2101, IPv4 Address Behaviour Today ,,,,company,Network Working Group,RFC,
1229,2102, Multicast Support for Nimrod :  Requirements and Solution Approaches ,,Tag Swithching,,company,Network Working Group,RFC,
1230,2103, Mobility Support for Nimrod :  Challenges and Solution Approaches ,,,,company,Network Working Group,RFC,
1231,2104, HMAC: Keyed-Hashing for Message Authentication ,,TCP/IP,,company,Network Working Group,RFC,
1232,2105, Cisco Systems' Tag Switching Architecture Overview ,,Tag Swithching,,company,Network Working Group,RFC,
1233,2106, Data Link Switching Remote Access Protocol ,,,,company,Network Working Group,RFC,
1234,2107, Ascend Tunnel Management Protocol - ATMP ,Data link Layer,,,company,Network Working Group,RFC,
1235,2108, Definitions of Managed Objects for IEEE 802.3 Repeater Devices using SMIv2 ,,,,company,Network Working Group,RFC,
1236,2109,HTTP State Management Mechanism ,,,,company,Network Working Group,RFC,
1237,211,ARPA Network Mailing Lists ,,,,company,Network Working Group,RFC,
1238,2110, MIME E-mail Encapsulation of Aggregate Documents  such as HTML (MHTML) ,,,MHTML,company,Network Working Group,RFC,
1239,2111, Content-ID and Message-ID Uniform Resource Locators ,,,,company,Network Working Group,RFC,
1240,2112, The MIME Multipart/Related Content-type ,,,,company,Network Working Group,RFC,
1241,2113, IP Router Alert Option ,,,,company,Network Working Group,RFC,
1242,2114, Data Link Switching Client Access Protocol ,Data link Layer,,,company,Network Working Group,RFC,
1243,2115, Management Information Base for Frame Relay DTEs Using SMIv2 ,,Frame Relay,,company,Network Working Group,RFC,
1244,2116, X.500 Implementations Catalog-96 ,,,,company,Network Working Group,RFC,
1245,2117, Protocol Independent Multicast-Sparse Mode (PIM-SM): Protocol Specification ,,,PIM-SM,company,Network Working Group,RFC,
1246,2118, Microsoft Point-To-Point Compression (MPPC) Protocol ,,PPP,MPPC,company,Network Working Group,RFC,
1247,2119,Key words for use in RFCs to Indicate Requirement Levels ,,,,company,Network Working Group,RFC,
1248,212, NWG meeting on network usage ,,,,military,,RFC,
1249,2120, Managing the X.500 Root Naming Context ,,,,company,Network Working Group,RFC,
1250,2121, Issues affecting MARS Cluster Size ,,,,company,Network Working Group,RFC,
1251,2122, VEMMI URL Specification ,,,,company,Network Working Group,RFC,
1252,2123, Traffic Flow Measurement: Experiences with NeTraMet ,,,,company,Network Working Group,RFC,
1253,2124, Cabletron's Light-weight Flow Admission Protocol Specification Version 1.0 ,,,,company,Network Working Group,RFC,
1254,2125, The PPP Bandwidth Allocation Protocol (BAP) / The PPP Bandwidth Allocation Control Protocol (BACP) ,,,BAP,company,Network Working Group,RFC,
1255,2126, ISO Transport Service on top of TCP (ITOT) ,,,ITOT,company,Network Working Group,RFC,
1256,2127, ISDN Management Information Base using SMIv2 ,,,,military,,RFC,
1257,2128, Dial Control Management Information Base using SMIv2 ,,,,military,,RFC,
